variable,x,y
GTOPO30_SLOPE_reduced,-2.8,0.0
GTOPO30_SLOPE_reduced,-2.7327999999999997,0.0
GTOPO30_SLOPE_reduced,-2.6656,0.0
GTOPO30_SLOPE_reduced,-2.5984,0.0
GTOPO30_SLOPE_reduced,-2.5311999999999997,0.0
GTOPO30_SLOPE_reduced,-2.464,0.0
GTOPO30_SLOPE_reduced,-2.3968,0.0
GTOPO30_SLOPE_reduced,-2.3295999999999997,0.0
GTOPO30_SLOPE_reduced,-2.2623999999999995,0.0
GTOPO30_SLOPE_reduced,-2.1952,0.0
GTOPO30_SLOPE_reduced,-2.1279999999999997,0.0
GTOPO30_SLOPE_reduced,-2.0607999999999995,0.0
GTOPO30_SLOPE_reduced,-1.9935999999999998,0.0
GTOPO30_SLOPE_reduced,-1.9263999999999997,0.0
GTOPO30_SLOPE_reduced,-1.8591999999999997,0.0
GTOPO30_SLOPE_reduced,-1.7919999999999998,0.0
GTOPO30_SLOPE_reduced,-1.7247999999999997,0.0
GTOPO30_SLOPE_reduced,-1.6575999999999997,0.0
GTOPO30_SLOPE_reduced,-1.5903999999999996,0.0
GTOPO30_SLOPE_reduced,-1.5231999999999999,0.0
GTOPO30_SLOPE_reduced,-1.4559999999999997,0.0
GTOPO30_SLOPE_reduced,-1.3887999999999998,0.0
GTOPO30_SLOPE_reduced,-1.3215999999999997,0.0
GTOPO30_SLOPE_reduced,-1.2543999999999997,0.0
GTOPO30_SLOPE_reduced,-1.1871999999999996,0.0
GTOPO30_SLOPE_reduced,-1.1199999999999999,0.0
GTOPO30_SLOPE_reduced,-1.0527999999999997,0.0
GTOPO30_SLOPE_reduced,-0.9855999999999998,0.0
GTOPO30_SLOPE_reduced,-0.9183999999999997,0.0
GTOPO30_SLOPE_reduced,-0.8511999999999997,0.0
GTOPO30_SLOPE_reduced,-0.7839999999999998,0.0
GTOPO30_SLOPE_reduced,-0.7167999999999997,0.0
GTOPO30_SLOPE_reduced,-0.6495999999999995,0.0
GTOPO30_SLOPE_reduced,-0.5823999999999998,0.0
GTOPO30_SLOPE_reduced,-0.5151999999999997,0.0
GTOPO30_SLOPE_reduced,-0.44799999999999995,0.0
GTOPO30_SLOPE_reduced,-0.38079999999999936,0.0
GTOPO30_SLOPE_reduced,-0.31359999999999966,0.0
GTOPO30_SLOPE_reduced,-0.24639999999999995,0.0
GTOPO30_SLOPE_reduced,-0.1791999999999998,0.0
GTOPO30_SLOPE_reduced,-0.11199999999999966,0.0
GTOPO30_SLOPE_reduced,-0.04479999999999951,0.0
GTOPO30_SLOPE_reduced,0.022400000000000198,0.35947394371032715
GTOPO30_SLOPE_reduced,0.0895999999999999,0.37818142771720886
GTOPO30_SLOPE_reduced,0.1568000000000005,0.39751505851745605
GTOPO30_SLOPE_reduced,0.2240000000000002,0.4174546003341675
GTOPO30_SLOPE_reduced,0.29120000000000035,0.4379739761352539
GTOPO30_SLOPE_reduced,0.35840000000000005,0.45904096961021423
GTOPO30_SLOPE_reduced,0.42560000000000064,0.48061665892601013
GTOPO30_SLOPE_reduced,0.49280000000000035,0.5026552677154541
GTOPO30_SLOPE_reduced,0.56,0.525103747844696
GTOPO30_SLOPE_reduced,0.6272000000000006,0.5479019284248352
GTOPO30_SLOPE_reduced,0.6944000000000004,0.5709821581840515
GTOPO30_SLOPE_reduced,0.7616000000000005,0.5942694544792175
GTOPO30_SLOPE_reduced,0.8288000000000002,0.6176819801330566
GTOPO30_SLOPE_reduced,0.8960000000000004,0.6411311626434326
GTOPO30_SLOPE_reduced,0.9632000000000005,0.6645224094390869
GTOPO30_SLOPE_reduced,1.0304000000000002,0.6877560615539551
GTOPO30_SLOPE_reduced,1.0976000000000004,0.7107280492782593
GTOPO30_SLOPE_reduced,1.1648000000000005,0.7333316206932068
GTOPO30_SLOPE_reduced,1.2320000000000002,0.7554582357406616
GTOPO30_SLOPE_reduced,1.2992,0.7769997119903564
GTOPO30_SLOPE_reduced,1.3664000000000005,0.7978497743606567
GTOPO30_SLOPE_reduced,1.4336000000000002,0.8179060816764832
GTOPO30_SLOPE_reduced,1.5008000000000008,0.837072491645813
GTOPO30_SLOPE_reduced,1.5680000000000005,0.8552607893943787
GTOPO30_SLOPE_reduced,1.6352000000000002,0.8723932504653931
GTOPO30_SLOPE_reduced,1.7024000000000008,0.888404130935669
GTOPO30_SLOPE_reduced,1.7696000000000005,0.9032419919967651
GTOPO30_SLOPE_reduced,1.8368000000000002,0.9168705940246582
GTOPO30_SLOPE_reduced,1.904,0.9292705059051514
GTOPO30_SLOPE_reduced,1.9711999999999996,0.9404394626617432
GTOPO30_SLOPE_reduced,2.038400000000001,0.9503926634788513
GTOPO30_SLOPE_reduced,2.105600000000001,0.9591622352600098
GTOPO30_SLOPE_reduced,2.1728000000000005,0.9667961001396179
GTOPO30_SLOPE_reduced,2.24,0.9733566641807556
GTOPO30_SLOPE_reduced,2.3072,0.9789185523986816
GTOPO30_SLOPE_reduced,2.3744000000000005,0.9835659861564636
GTOPO30_SLOPE_reduced,2.4416,0.9873901009559631
GTOPO30_SLOPE_reduced,2.5088,0.9900318384170532
GTOPO30_SLOPE_reduced,2.5760000000000005,0.9893497824668884
GTOPO30_SLOPE_reduced,2.6432,0.9886291027069092
GTOPO30_SLOPE_reduced,2.710400000000001,0.9878681302070618
GTOPO30_SLOPE_reduced,2.7776000000000005,0.9870651960372925
GTOPO30_SLOPE_reduced,2.8448,0.9862186908721924
GTOPO30_SLOPE_reduced,2.912,0.9853269457817078
