Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.69685E-12,0.000000001,0.000000002,0.999700987,0,0
1.19749E-11,0.000000003,0.000000005,0.999501645,0,0
2.65802E-11,0.00000001,0.000000011,0.999202631,0,0
4.25434E-11,0.000000025,0.000000017,0.998803947,0,0
7.63369E-11,0.000000104,0.000000031,0.997508223,0,0
1.53999E-10,0.000000255,0.000000063,0.996212499,0,0
2.8859E-10,0.00000102,0.000000118,0.992823682,0,0
4.41116E-10,0.000002537,0.00000018,0.988737167,0,0
9.97937E-10,0.000010028,0.000000407,0.978471046,0,0
1.68541E-9,0.00002505,0.000000687,0.967008871,0,0
2.56373E-9,0.000050048,0.000001045,0.955148012,0,0
4.15296E-9,0.000100137,0.000001693,0.940097678,0,0
7.09819E-9,0.000250292,0.000002894,0.913485498,0,0
1.07414E-8,0.000500355,0.000004379,0.885477923,0,0
1.68911E-8,0.001001326,0.000006886,0.84849995,0,0
3.37862E-8,0.002502795,0.000013774,0.787800259,0,0
5.62886E-8,0.005001745,0.000022948,0.732383136,0,0
9.61117E-8,0.010008599,0.000039184,0.66570318,0,0
2.18187E-7,0.025012834,0.00008895,0.565434068,0,0
4.12102E-7,0.050018925,0.000167998,0.482308382,0,0
8.14625E-7,0.100008805,0.000332064,0.398086315,0,0
1.77537E-6,0.200103573,0.00072355,0.315757999,0,0
2.97584E-6,0.300165844,0.0012125,0.272301405,0,0
4.34471E-6,0.400388811,0.00176975,0.244891857,0,0
5.61986E-6,0.500356648,0.002288566,0.224658627,0,0
7.35675E-6,0.600536419,0.002994817,0.209209608,0,0
9.06698E-6,0.700449839,0.003689739,0.197049736,0,0
9.7849E-6,0.750314117,0.003981311,0.191767168,0,0
1.07062E-5,0.800735787,0.004355355,0.186883285,0,0
1.239E-5,0.900088574,0.005038615,0.178311572,0,0
1.40738E-5,1.000304056,0.005721384,0.17083624,0,0
1.56217E-5,1.101446575,0.006348642,0.164058607,0,0
1.72292E-5,1.2009398,0.00699967,0.15797867,0,0
1.87883E-5,1.300516139,0.00763064,0.152496761,0,0
2.06253E-5,1.400602242,0.008373595,0.147413535,0,0
2.25108E-5,1.502210808,0.00913557,0.142728994,0,0
