X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-120.45364272132403,38.54614085933125,train,0.011247791064410354,82.94552029636246,0.9898030951504537
-122.96445280086724,41.428528678971475,train,0.019206698442802258,94.23798991458916,0.9996025652655148
-122.68267,41.75868,train,0.0019974810835220558,36.692706504610015,0.5570788698357985
-121.73847529741067,40.867498117426635,train,0.0015727409339409953,30.888526824160984,0.4733394295364005
-122.68351138508179,41.75844631502727,train,0.005336997464818541,66.54168015549328,0.886490477235411
-123.6686,40.7579,train,7.221001224003673E-4,17.208861690009613,0.25501917101336113
-123.51167,41.23472,train,0.004141055121404755,57.16177999363223,0.815164405133928
-122.96445280086724,41.428528678971475,train,0.019206698442802258,94.23798991458916,0.9996025652655148
-122.8655155538058,41.11206442551089,train,0.012086246239869227,90.93811270585168,0.9927554458766708
-123.5292,41.9907,train,0.0011184679126811411,24.06297514411128,0.3661823988818912
-122.1503,44.1914,train,5.126848929953241E-5,2.943679481969336,0.0206849887675018
-122.96445280086724,41.428528678971475,train,0.019206698442802258,94.23798991458916,0.9996025652655148
-122.7804,42.1785,train,0.009989851774879373,81.82075076598457,0.9829706196527623
-123.136,42.5856,train,0.007566834657218816,74.4857740195904,0.9542682552276851
-122.7083,42.1947,train,0.0011741245410719484,25.13729182674349,0.3804023756796463
-120.45364272132403,38.54614085933125,train,0.011247791064410354,82.94552029636246,0.9898030951504537
-123.4047,42.0958,train,0.001486372656520629,29.871936688369885,0.45446432647950097
-123.1629,42.0613,train,0.011262042041415541,86.32177558919587,0.9898621679613632
-121.73847529741067,40.867498117426635,train,0.0015727409339409953,30.888526824160984,0.4733394295364005
-122.211,43.4838,train,0.0013883569783021555,27.79232534741921,0.4322230056165083
-123.1629,42.0613,train,0.011262042041415541,86.32177558919587,0.9898621679613632
-118.066667,45.983333,train,4.6209163455259485E-4,12.75135023912412,0.17171051569568418
-122.7804,42.1785,train,0.009989851774879373,81.82075076598457,0.9829706196527623
-122.96445280086724,41.428528678971475,train,0.019206698442802258,94.23798991458916,0.9996025652655148
-123.51167,41.23472,train,0.004141055121404755,57.16177999363223,0.815164405133928
-123.4047,42.0958,train,0.001486372656520629,29.871936688369885,0.45446432647950097
-120.43444,38.56778,train,0.00922422306896833,78.82379765135441,0.976731900579768
-123.1021,42.0464,train,0.00617724611550066,69.44502664188539,0.9194142893834625
-123.1629,42.0613,train,0.011262042041415541,86.32177558919587,0.9898621679613632
-123.136,42.5856,train,0.007566834657218816,74.4857740195904,0.9542682552276851
-120.45364272132403,38.54614085933125,train,0.011247791064410354,82.94552029636246,0.9898030951504537
-122.7804,42.1785,train,0.009989851774879373,81.82075076598457,0.9829706196527623
-123.46495898576246,41.07642966761672,train,0.004449158770608608,59.33433941079965,0.8369830215560363
-122.9433,42.077,test,0.002622361325067284,44.719772269266336,0.656690968240536
-123.53725084469595,41.08796883920146,test,0.0036596274844878296,52.81663651669202,0.7750805097705653
-122.7171,42.1837,test,0.0010514244447032634,23.184525345390735,0.3486191322446214
-121.73847529741067,40.867498117426635,test,0.0015727409339409953,30.888526824160984,0.4733394295364005
-122.7171,42.1837,test,0.0010514244447032634,23.184525345390735,0.3486191322446214
-123.6686,40.7579,test,7.221001224003673E-4,17.208861690009613,0.25501917101336113
-123.1629,42.0613,test,0.011262042041415541,86.32177558919587,0.9898621679613632
-122.7083,42.1947,test,0.0011741245410719484,25.13729182674349,0.3804023756796463
-122.9433,42.077,test,0.002622361325067284,44.719772269266336,0.656690968240536
-123.53725084469595,41.08796883920146,test,0.0036596274844878296,52.81663651669202,0.7750805097705653
