Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.13809E-12,0.000000001,0.000000003,0.999202631,0,0
1.13666E-11,0.000000004,0.000000005,0.999003289,0,0
1.90315E-11,0.00000001,0.000000009,0.998604605,0,0
4.43867E-11,0.000000028,0.000000021,0.998006578,0,0
9.47949E-11,0.000000107,0.000000046,0.997009867,0,0
1.85E-10,0.000000265,0.000000089,0.996013157,0,0
3.86845E-10,0.000001009,0.000000187,0.993521379,0,0
8.09845E-10,0.00000251,0.000000391,0.991029602,0,0
2.14391E-9,0.000010018,0.000001035,0.985747035,0,0
3.32511E-9,0.000025251,0.000001606,0.980265125,0,0
4.70279E-9,0.000050024,0.000002271,0.974085518,0,0
7.368E-9,0.000100195,0.000003558,0.96601216,0,0
1.17325E-8,0.000250539,0.000005665,0.950264128,0,0
1.64646E-8,0.000500078,0.00000795,0.932622346,0,0
2.62145E-8,0.00100233,0.000012658,0.908900628,0,0
4.54636E-8,0.002501218,0.000021952,0.867038772,0,0
7.37032E-8,0.005005382,0.000035588,0.824379547,0,0
1.20727E-7,0.010007828,0.000058293,0.772351241,0,0
2.36321E-7,0.025014516,0.000114104,0.686933121,0,0
3.96489E-7,0.0500196,0.000191431,0.60699691,0,0
6.68864E-7,0.100012322,0.000322918,0.511312668,0,0
1.32656E-6,0.200050035,0.000640342,0.406259344,0,0
2.17004E-6,0.300196921,0.001047284,0.347951759,0,0
3.1301E-6,0.400186814,0.001510266,0.310176418,0,0
4.04716E-6,0.500264833,0.001952315,0.282168843,0,0
5.14931E-6,0.600454016,0.002483324,0.260340875,0,0
6.33241E-6,0.70015534,0.003053019,0.242898435,0,0
6.93783E-6,0.750536463,0.003344419,0.235323433,0,0
7.57472E-6,0.800752484,0.003650871,0.228446128,0,0
8.83194E-6,0.900738733,0.004255537,0.216286255,0,0
1.00858E-5,1.000512155,0.004858243,0.20572112,0,0
1.13241E-5,1.10063871,0.005453078,0.196352038,0,0
1.29116E-5,1.201162186,0.006215131,0.188179009,0,0
1.45245E-5,1.301040552,0.006988831,0.18090302,0,0
1.58594E-5,1.401566057,0.007628695,0.174324728,0,0
1.72844E-5,1.501106564,0.00831126,0.168344463,0,0
2.10286E-5,1.751219526,0.010102553,0.155287551,0,0
2.55366E-5,2.001729542,0.012254989,0.144523074,0,0
2.96987E-5,2.250103209,0.01423806,0.135552676,0,0
3.41186E-5,2.503067099,0.016339669,0.12767866,0,0
3.88148E-5,2.751760707,0.018567672,0.120901027,0,0
4.43174E-5,3.001422449,0.021171922,0.114920761,0,0
4.93945E-5,3.254857961,0.023568598,0.109538523,0,0
5.5168E-5,3.500332057,0.026286934,0.104853982,0,0
6.13632E-5,3.756011614,0.029195384,0.100468454,0,0
6.59345E-5,4.003604045,0.03133589,0.096581282,0,0
7.28704E-5,4.252323559,0.03457459,0.092993123,0,0
7.7767E-5,4.500141834,0.036854527,0.089703977,0,0
8.37219E-5,4.75174727,0.039619973,0.086614173,0,0
8.98928E-5,5.004146419,0.042477367,0.083723712,0,0
9.53315E-5,5.254442785,0.044988655,0.081032592,0,0
1.01353E-4,5.500367699,0.047761311,0.078540815,0,0
1.10193E-4,5.755788806,0.051817513,0.076148709,0,0
1.16402E-4,6.005457888,0.054656056,0.073955945,0,0
1.22551E-4,6.256483796,0.057458385,0.071862853,0,0
1.31693E-4,6.509248695,0.061610235,0.069869431,0,0
1.3781E-4,6.752161152,0.06437768,0.068075351,0,0
1.44687E-4,7.007386643,0.06747949,0.066281272,0,0
1.52355E-4,7.26010668,0.070925937,0.064586863,0,0
1.62942E-4,7.511258662,0.075662963,0.062992126,0,0
1.72172E-4,7.762828422,0.079773615,0.06149706,0.03030303,0.1
1.78867E-4,8.008719374,0.082743818,0.060101665,0.03030303,0.1
1.90104E-4,8.251119011,0.087707182,0.05880594,0.03030303,0.1
1.9762E-4,8.502618785,0.091011872,0.057510216,0.03030303,0.1
2.04495E-4,8.766438945,0.094024676,0.056214492,0.03030303,0.1
2.19026E-4,9.002160055,0.10035897,0.05511811,0.03030303,0.1
2.26274E-4,9.270204467,0.10350219,0.053922057,0.03030303,0.1
2.35698E-4,9.502152066,0.107572569,0.052925346,0.03030303,0.1
2.42695E-4,9.765802474,0.110582593,0.051828964,0.03030303,0.1
2.52105E-4,10.013219544,0.114614687,0.050832254,0.060606061,0.1
2.62113E-4,10.270617207,0.11888277,0.049835543,0.060606061,0.1
2.74849E-4,10.511431435,0.12428491,0.048938503,0.060606061,0.1
2.83625E-4,10.762594102,0.127988046,0.048041463,0.060606061,0.1
3.02999E-4,11.028187127,0.136107555,0.047144423,0.060606061,0.1
3.1743E-4,11.277451403,0.142106268,0.046347055,0.060606061,0.1
3.24119E-4,11.50227664,0.144873025,0.045649357,0.060606061,0.1
3.41259E-4,11.768710419,0.151921084,0.044851988,0.060606061,0.1
3.4833E-4,12.009897173,0.154811698,0.044154291,0.060606061,0.1
3.6478E-4,12.259972493,0.161498474,0.043456593,0.060606061,0.1
3.79154E-4,12.521475002,0.167298039,0.042758896,0.060606061,0.1
3.87346E-4,12.751585493,0.170585406,0.042160869,0.060606061,0.1
3.99116E-4,13.028722087,0.175285948,0.041463172,0.090909091,0.1
4.07439E-4,13.270441941,0.17859376,0.040865145,0.090909091,0.1
4.17736E-4,13.519032134,0.182667725,0.040267119,0.090909091,0.1
4.26468E-4,13.772639524,0.186106518,0.039669092,0.090909091,0.1
4.4398E-4,14.032324932,0.192959617,0.039071065,0.090909091,0.1
