Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.83145E-11,0.000000004,0.000000021,1,0,0
1.08562E-10,0.000000015,0.00000006,0.999900329,0,0
1.25934E-10,0.000000027,0.00000007,0.999800658,0,0
2.87304E-10,0.000000111,0.000000159,0.999501645,0,0
9.77423E-10,0.000000348,0.000000541,0.99910296,0,0
1.96167E-9,0.000001075,0.000001086,0.998704276,0,0
2.58616E-9,0.000002506,0.000001432,0.998106249,0,0
4.28529E-9,0.000010295,0.000002373,0.996013157,0,0
5.46193E-9,0.000025023,0.000003024,0.993023024,0,0
6.75319E-9,0.000050107,0.000003739,0.98893651,0,0
9.46176E-9,0.000100246,0.000005239,0.982756902,0,0
1.59168E-8,0.000250189,0.000008813,0.970696701,0,0
2.41809E-8,0.000502211,0.000013389,0.958038473,0,0
3.5081E-8,0.001002274,0.000019425,0.940994717,0,0
6.02423E-8,0.002500091,0.000033357,0.909697997,0,0
8.98615E-8,0.00500551,0.000049757,0.876308183,0,0
1.41442E-7,0.010006267,0.000078316,0.832054221,0,0
2.69796E-7,0.025021926,0.000149381,0.757799262,0,0
4.49013E-7,0.050042867,0.000248597,0.68783016,0,0
7.3691E-7,0.1000363,0.00040796,0.603608093,0,0
1.25903E-6,0.200011337,0.00069691,0.501445231,0,0
1.86653E-6,0.300087916,0.001033004,0.436858367,0,0
2.52533E-6,0.400228944,0.001397351,0.390810326,0,0
3.2362E-6,0.500315817,0.00179035,0.355925446,0,0
4.04068E-6,0.600060007,0.002234909,0.328316555,0,0
4.82267E-6,0.700377361,0.002666853,0.305691219,0,0
5.32431E-6,0.750124985,0.002943845,0.295923453,0,0
5.75567E-6,0.800054123,0.003181966,0.286953055,0,0
6.54992E-6,0.900567444,0.00362026,0.270706668,0,0
7.54138E-6,1.000303715,0.004167115,0.256553374,0,0
8.66061E-6,1.100725083,0.004784086,0.244194159,0,0
9.71269E-6,1.200293996,0.00536369,0.233429682,0,0
1.07452E-5,1.300951817,0.005932157,0.223661916,0,0
1.17312E-5,1.400847525,0.006474755,0.214791189,0,0
1.29937E-5,1.500542777,0.007169086,0.206717831,0,0
1.6011E-5,1.751327811,0.008826437,0.189474733,0,0
1.89739E-5,2.001223796,0.01045128,0.175221768,0,0
2.21028E-5,2.251600051,0.012164222,0.163161567,0,0
2.52824E-5,2.502206413,0.013901883,0.152596432,0,0
2.87813E-5,2.751342048,0.015810505,0.143426692,0,0
3.25705E-5,3.000559824,0.01787334,0.135353334,0,0
3.65995E-5,3.252458383,0.020061929,0.128077345,0,0
4.04827E-5,3.502253648,0.022166788,0.121598724,0,0
4.4851E-5,3.750418339,0.024529111,0.115817801,0,0
