Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.91654E-12,0.000000001,0.000000001,0.998604605,0,0
5.89753E-12,0.000000003,0.000000003,0.998305592,0,0
1.46086E-11,0.000000011,0.000000007,0.997607894,0,0
2.95185E-11,0.000000026,0.000000015,0.996910196,0,0
7.19634E-11,0.000000105,0.000000037,0.995315459,0,0
1.32222E-10,0.000000262,0.000000068,0.993621051,0,0
3.46729E-10,0.000001034,0.000000177,0.990531247,0,0
6.82882E-10,0.000002561,0.000000349,0.987441443,0,0
1.70936E-9,0.000010058,0.000000873,0.980962823,0,0
2.98478E-9,0.000025104,0.000001525,0.97428486,0,0
4.35184E-9,0.000050232,0.000002223,0.967507226,0,0
6.26547E-9,0.000100477,0.000003201,0.958038473,0,0
1.07987E-8,0.000250896,0.000005517,0.940097678,0,0
1.58905E-8,0.000500437,0.000008118,0.921459185,0,0
2.3973E-8,0.001000958,0.000012247,0.896441742,0,0
4.39902E-8,0.002503566,0.000022473,0.851888767,0,0
6.9698E-8,0.005000552,0.000035605,0.807634805,0,0
1.14774E-7,0.010009542,0.000058632,0.752716037,0,0
2.38896E-7,0.025021825,0.000122035,0.664407455,0,0
4.15751E-7,0.050019735,0.000212367,0.58676368,0,0
7.32924E-7,0.100005107,0.000374351,0.498255756,0,0
1.40566E-6,0.200086065,0.000717839,0.401176119,0,0
2.24226E-6,0.300028111,0.001144822,0.344861956,0,0
3.07611E-6,0.400023765,0.001570225,0.306986943,0,0
4.02656E-6,0.500300065,0.002054891,0.278680355,0,0
5.09109E-6,0.6004874,0.002597451,0.256653045,0,0
6.25457E-6,0.700440855,0.003190103,0.239011263,0,0
6.79265E-6,0.750566557,0.003464071,0.231336589,0,0
7.36503E-6,0.80056369,0.003755423,0.224259942,0,0
8.71955E-6,0.900168057,0.004444551,0.211900728,0,0
9.95551E-6,1.000226626,0.005072949,0.201235921,0,0
1.11148E-5,1.100913197,0.005661995,0.191667497,0,0
1.24983E-5,1.201155422,0.006364522,0.183195455,0,0
1.41992E-5,1.301292239,0.007227541,0.175720124,0,0
1.59983E-5,1.401026467,0.00813958,0.169141832,0,0
1.76973E-5,1.500074665,0.009000059,0.163261238,0,0
2.2186E-5,1.751884946,0.011269927,0.150702681,0,0
2.70513E-5,2.00251248,0.013724343,0.14053623,0,0
3.10779E-5,2.25251545,0.015751054,0.131964517,0,0
3.60947E-5,2.500076182,0.018270359,0.124588857,0,0
4.11098E-5,2.751523489,0.020782297,0.118110236,0,0
4.54778E-5,3.002225242,0.022964928,0.112329313,0,0
5.16273E-5,3.254417066,0.026029521,0.107146417,0,0
5.83334E-5,3.50182141,0.029360484,0.102661218,0,0
6.27504E-5,3.755358461,0.031548246,0.098475032,0,0
6.80649E-5,4.003810882,0.034173964,0.094687531,0,0
