Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.53389E-10,0.000000015,0.000000103,1,0,0
1.97398E-10,0.000000035,0.000000133,0.999900329,0,0
4.12489E-10,0.000000104,0.000000278,0.999700987,0,0
6.67659E-10,0.00000029,0.00000045,0.999401973,0,0
9.69397E-10,0.000001065,0.000000653,0.998504934,0,0
1.24921E-9,0.000002611,0.000000841,0.997109539,0,0
2.02808E-9,0.000010041,0.000001366,0.992823682,0,0
3.22911E-9,0.000025018,0.000002175,0.987242101,0,0
4.65753E-9,0.000050298,0.000003137,0.980962823,0,0
6.5297E-9,0.000100116,0.000004398,0.971892754,0,0
1.15943E-8,0.000250271,0.00000781,0.955546696,0,0
1.78541E-8,0.000501447,0.000012026,0.93850294,0,0
2.78481E-8,0.001002507,0.000018758,0.916375959,0,0
4.99431E-8,0.002502439,0.00003364,0.877803249,0,0
8.2595E-8,0.00500632,0.000055633,0.839629224,0,0
1.32709E-7,0.01001152,0.000089387,0.792185787,0,0
2.79472E-7,0.025019983,0.00018823,0.716535433,0,0
4.74883E-7,0.050012947,0.000319822,0.649456793,0,0
8.61829E-7,0.100058952,0.000580345,0.572710057,0,0
1.50312E-6,0.2000397,0.001011963,0.486594239,0,0
2.14762E-6,0.300160676,0.001445553,0.431376458,0,0
2.80077E-6,0.400274291,0.001884774,0.390610984,0,0
3.53165E-6,0.500260282,0.002376036,0.359214592,0,0
4.33412E-6,0.600340943,0.002915132,0.333499452,0,0
5.19639E-6,0.700179662,0.003494082,0.312568524,0,0
5.66713E-6,0.750136859,0.003810005,0.303398784,0,0
6.20772E-6,0.800009483,0.004172689,0.295026413,0,0
7.24431E-6,0.900422479,0.004867758,0.28007575,0,0
8.29962E-6,1.000027178,0.005574891,0.26721818,0,0
9.3759E-6,1.100897242,0.00629555,0.255756005,0,0
1.03695E-5,1.200130158,0.006960404,0.245689226,0,0
1.14804E-5,1.300753811,0.007703163,0.236519486,0,0
1.25899E-5,1.40080484,0.008444485,0.228246786,0,0
1.39848E-5,1.500639574,0.009375709,0.220771454,0,0
1.72064E-5,1.750718301,0.011523071,0.204824081,0,0
2.0346E-5,2.001381512,0.013611214,0.191567826,0,0
2.39121E-5,2.251492577,0.015977744,0.180304994,0,0
2.69091E-5,2.501679082,0.01796226,0.170437556,0,0
3.0057E-5,2.75234913,0.020042314,0.161666501,0,0
3.36654E-5,3.000994281,0.022421306,0.153892156,0,0
3.74967E-5,3.252857417,0.024940858,0.146815509,0,0
4.18246E-5,3.501781935,0.027779211,0.14053623,0,0
4.54588E-5,3.750994262,0.030156253,0.134854979,0,0
4.96966E-5,4.000281457,0.03292069,0.129672082,0,0
5.39674E-5,4.254709105,0.035698746,0.124788199,0,0
5.80094E-5,4.500322672,0.03832065,0.120402671,0,0
6.17696E-5,4.751813574,0.040753268,0.116216486,0,0
6.58661E-5,5.000634163,0.043396515,0.112329313,0,0
7.09376E-5,5.253032576,0.046658798,0.108641483,0,0
7.53374E-5,5.502761889,0.04947995,0.105252666,0,0
8.16116E-5,5.753362281,0.053488557,0.102063191,0,0
8.83294E-5,6.008291808,0.057761869,0.099073059,0,0
9.57809E-5,6.256523982,0.062479277,0.09638194,0,0
1.00569E-4,6.502908777,0.065498256,0.093890162,0,0
1.0628E-4,6.75120701,0.069085848,0.091498056,0,0
1.12722E-4,7.003712742,0.073116473,0.089205621,0,0
