Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.20625E-11,0.000000002,0.000000007,0.999900329,0,0
1.91648E-10,0.000000021,0.000000115,0.999800658,0,0
2.71015E-10,0.000000048,0.000000162,0.999700987,0,0
4.05932E-10,0.000000123,0.000000243,0.999501645,0,0
4.815E-10,0.000000265,0.000000288,0.999202631,0,0
7.22302E-10,0.000001054,0.000000432,0.997906907,0,0
9.51361E-10,0.000002503,0.000000569,0.996112828,0,0
1.58612E-9,0.000010118,0.000000949,0.990132563,0,0
2.52428E-9,0.00002516,0.00000151,0.982856573,0,0
3.54424E-9,0.000050224,0.00000212,0.974484202,0,0
5.41058E-9,0.000100351,0.000003237,0.963121698,0,0
1.01874E-8,0.000250464,0.000006094,0.943486495,0,0
1.50303E-8,0.00050073,0.000008992,0.923253264,0,0
2.30143E-8,0.001000562,0.000013768,0.897039769,0,0
4.2993E-8,0.002502561,0.00002572,0.851191069,0,0
7.11982E-8,0.005001949,0.000042593,0.806737765,0,0
1.24499E-7,0.010007722,0.000074478,0.754908801,0,0
2.5711E-7,0.02500427,0.000153802,0.673477524,0,0
4.49938E-7,0.050026992,0.000269135,0.601913685,0,0
8.00511E-7,0.100043737,0.000478784,0.520183395,0,0
1.53325E-6,0.200133613,0.000916834,0.432373169,0,0
2.30296E-6,0.300122818,0.001376778,0.37924848,0,0
3.11988E-6,0.400122622,0.001864702,0.342071165,0,0
4.09514E-6,0.500394291,0.002446882,0.31406359,0,0
5.21164E-6,0.600127697,0.003112961,0.292534636,0,0
6.21776E-6,0.70041731,0.00371281,0.275092196,0,0
6.74069E-6,0.750189079,0.004024441,0.267417522,0,0
7.2647E-6,0.800667935,0.004336618,0.260241204,0,0
8.56757E-6,0.90039406,0.005112364,0.247582976,0,0
9.92589E-6,1.000940098,0.005920483,0.236718828,0,0
1.13424E-5,1.100891737,0.006762529,0.227349746,0,0
1.26449E-5,1.201234469,0.007536161,0.218977375,0,0
1.37665E-5,1.300438401,0.008201896,0.211502043,0,0
1.50289E-5,1.401040372,0.008950588,0.204525067,0,0
1.66149E-5,1.500930148,0.009890481,0.198245789,0,0
2.01133E-5,1.750165845,0.011960482,0.18459085,0,0
2.30219E-5,2.001319166,0.013678225,0.172929333,0,0
2.6988E-5,2.251681323,0.016015704,0.162962225,0,0
3.07335E-5,2.501646881,0.018218074,0.15429084,0,0
3.52836E-5,2.752648484,0.020886903,0.146715838,0,0
3.93483E-5,3.003130497,0.023264864,0.140037875,0,0
4.31226E-5,3.251391704,0.025467831,0.13405761,0,0
4.74029E-5,3.504572849,0.027960031,0.128476029,0,0
5.10086E-5,3.754704343,0.030054538,0.123392804,0,0
5.48811E-5,4.004225684,0.032299023,0.118708263,0,0
5.90821E-5,4.254098456,0.034728019,0.114322735,0,0
6.34053E-5,4.505339212,0.037221317,0.11023622,0,0
6.72433E-5,4.753518791,0.03942933,0.106448719,0,0
7.15605E-5,5.004112496,0.041907048,0.10286056,0,0
7.49333E-5,5.253504064,0.043838284,0.099471743,0,0
7.98937E-5,5.501149711,0.046671493,0.096282269,0,0
8.50555E-5,5.756827482,0.049610836,0.093192465,0,0
9.01212E-5,6.002666321,0.052486654,0.090401674,0,0
9.57931E-5,6.253491103,0.05569627,0.087710555,0,0
1.0071E-4,6.500617374,0.058469667,0.085218778,0,0
1.06956E-4,6.750324974,0.061981578,0.082826672,0,0
1.1203E-4,7.002481128,0.064824573,0.080534237,0,0
1.17911E-4,7.256326412,0.068108707,0.078341473,0,0
1.23956E-4,7.509883879,0.071472925,0.07624838,0,0
1.31395E-4,7.753006284,0.075595769,0.07435463,0,0
1.37395E-4,8.009937554,0.078908308,0.072460879,0,0
1.4459E-4,8.250849284,0.082864166,0.070766471,0,0
1.48738E-4,8.500938021,0.085137505,0.069072062,0,0
1.57889E-4,8.763128276,0.090132256,0.067377654,0,0
1.6385E-4,9.004096836,0.09337085,0.065882587,0,0
1.73463E-4,9.257055066,0.098570077,0.064387521,0,0
1.79745E-4,9.503701746,0.101951445,0.062992126,0,0
1.86979E-4,9.760506014,0.105829246,0.061596731,0,0
1.95625E-4,10.009909327,0.110442204,0.060301007,0,0
2.15014E-4,10.257040454,0.120701156,0.059104954,0,0
2.21931E-4,10.519103339,0.124332279,0.057908901,0,0
2.29758E-4,10.769267794,0.128422855,0.056812519,0,0
2.3762E-4,11.0030042,0.132512529,0.055815808,0,0
2.51554E-4,11.274510704,0.139713514,0.054719426,0,0
2.59154E-4,11.504167444,0.143616028,0.053822386,0,0
2.6728E-4,11.767624484,0.14776917,0.052825675,0,0
2.73251E-4,12.011454719,0.150807898,0.051928636,0,0
2.82834E-4,12.261331242,0.155662448,0.051031596,0,0
2.89846E-4,12.519696322,0.159196996,0.050134556,0,0
3.05158E-4,12.759256301,0.166864068,0.049337187,0,0.1
3.19829E-4,13.010852701,0.174143931,0.048539819,0,0.1
3.31831E-4,13.271647639,0.180052583,0.04774245,0,0.1
3.44839E-4,13.50800107,0.186408472,0.047044752,0.060606061,0.1
3.486E-4,13.750887321,0.188236999,0.046347055,0.060606061,0.1
3.59482E-4,14.032999646,0.193504585,0.045549686,0.060606061,0.1
3.6935E-4,14.252667499,0.198251513,0.04495166,0.060606061,0.1
3.82625E-4,14.51579959,0.204593713,0.044253962,0.060606061,0.1
4.08367E-4,14.755496161,0.216748872,0.043655935,0.060606061,0.1
4.16258E-4,15.002981336,0.220437777,0.043057909,0.060606061,0.1
4.19884E-4,15.254185784,0.222127123,0.042459882,0.060606061,0.1
4.28832E-4,15.508965103,0.226279919,0.041861856,0.060606061,0.1
4.39691E-4,15.7709077,0.231289846,0.041263829,0.060606061,0.1
4.48778E-4,16.03718977,0.235457473,0.040665803,0.060606061,0.1
4.55938E-4,16.263089223,0.238725537,0.040167447,0.060606061,0.1
4.68983E-4,16.540657504,0.24464344,0.039569421,0.060606061,0.2
4.83639E-4,16.779387762,0.251236955,0.039071065,0.060606061,0.2
4.96032E-4,17.024556737,0.256768107,0.03857271,0.060606061,0.2
5.07303E-4,17.275466341,0.261762498,0.038074355,0.060606061,0.2
