X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-123.1021,42.0464,train,0.0038174309547410216,62.35590422870374,0.8547020637267397
-121.46333,45.715,train,0.004678455617756918,69.29316098688494,0.9059613510197524
-122.9433,42.077,train,0.006035420729315015,79.48508398453805,0.9526283521266078
-122.8655155538058,41.11206442551089,train,0.01271708558764205,97.36567191918465,0.9983811082563263
-122.68454520386886,41.99606294012204,train,0.0033581631056001614,55.46611647555349,0.8167489732130416
-121.73847529741067,40.867498117426635,train,0.0024456685265016403,44.09404159397121,0.7094006581023717
-121.5203,45.7056,train,0.005563332038358085,76.0153106764138,0.9398661493129045
-123.1021,42.0464,train,0.0038174309547410216,62.35590422870374,0.8547020637267397
-122.6175,42.27,train,0.008250956482569795,88.89850972924691,0.9845362052282768
-122.68267,41.75868,train,0.0020427857419909557,38.37565259541393,0.6437885984764903
-123.3814,42.1258,train,0.0018672596408404489,35.88328481714094,0.6107512163244666
-122.365,42.1178,train,7.189306288313449E-4,17.55700869888672,0.3046080330106775
-122.28472,41.06805,train,0.003488376980993335,56.8345692279397,0.8284183657715438
-122.7804,42.1785,train,0.008175164885142885,86.43323996928844,0.9839324873980796
-122.7804,42.1785,train,0.008175164885142885,86.43323996928844,0.9839324873980796
-123.33600728002544,41.1594395089984,train,0.0033169021469444913,54.7985271923848,0.8128881935040796
-123.0196,42.7754,train,0.0023724912602904086,42.65350690144868,0.6984540640409094
-122.211,43.4838,train,6.527125274457708E-4,16.470944059061804,0.2809463016948922
-122.28472,41.06805,train,0.003488376980993335,56.8345692279397,0.8284183657715438
-121.73847529741067,40.867498117426635,train,0.0024456685265016403,44.09404159397121,0.7094006581023717
-123.4575,42.1394,train,0.003088302967761628,52.880723954064884,0.7899766406184405
-122.8655155538058,41.11206442551089,train,0.01271708558764205,97.36567191918465,0.9983811082563263
-123.6686,40.7579,train,8.730280208543504E-4,20.533277280664944,0.35670114023009725
-123.33600728002544,41.1594395089984,train,0.0033169021469444913,54.7985271923848,0.8128881935040796
-122.6175,42.27,train,0.008250956482569795,88.89850972924691,0.9845362052282768
-123.51167,41.23472,train,0.0036494020239323387,58.97983332692096,0.8418265346819807
-122.211,43.4838,train,6.527125274457708E-4,16.470944059061804,0.2809463016948922
-123.46495898576246,41.07642966761672,train,0.005126303263169952,72.23954405390197,0.9250061603353545
-118.066667,45.983333,train,0.0010540852422539506,23.33930635917623,0.41294401294004635
-123.5292,41.9907,train,0.0023965277514503207,43.60842015737071,0.7020944198668031
-122.6175,42.27,train,0.008250956482569795,88.89850972924691,0.9845362052282768
-122.6175,42.27,train,0.008250956482569795,88.89850972924691,0.9845362052282768
-123.51167,41.23472,train,0.0036494020239323387,58.97983332692096,0.8418265346819807
-122.68454520386886,41.99606294012204,test,0.0033581631056001614,55.46611647555349,0.8167489732130416
-122.7463,42.1533,test,0.003988745451239467,63.2710639358221,0.8667509134969534
-122.7083,42.1947,test,2.0869363778982952E-4,8.719361281829938,0.1000841733401705
-122.68351138508179,41.75844631502727,test,0.0026800262569474332,47.829065853590116,0.7418545378054124
-122.7804,42.1785,test,0.008175164885142885,86.43323996928844,0.9839324873980796
-123.51167,41.23472,test,0.0036494020239323387,58.97983332692096,0.8418265346819807
-122.68351138508179,41.75844631502727,test,0.0026800262569474332,47.829065853590116,0.7418545378054124
-123.136,42.5856,test,0.0033116049500485334,54.681084514176106,0.8123866799054225
-123.1629,42.0613,test,0.00626441413468922,80.51410993784475,0.9578045551553606
-123.20994065599051,41.56107450231362,test,0.001278968730648135,28.56595496041073,0.47600333131697004
