species,x,y
Lithophragma_campanulatum,-124.0547,42.5631
Lithophragma_campanulatum,-123.8058,41.0762
Lithophragma_campanulatum,-123.69381239983099,41.587899747442144
Lithophragma_campanulatum,-123.69295,41.588142
Lithophragma_campanulatum,-123.6686,40.7579
Lithophragma_campanulatum,-123.59615564940506,40.663665215545294
Lithophragma_campanulatum,-123.595314,40.663895
Lithophragma_campanulatum,-123.544,40.3574
Lithophragma_campanulatum,-123.5439,40.3599
Lithophragma_campanulatum,-123.52354088403257,40.46056928529781
Lithophragma_campanulatum,-123.522705,40.460793
Lithophragma_campanulatum,-123.47426,40.855249999066395
Lithophragma_campanulatum,-123.47426,40.85525
Lithophragma_campanulatum,-123.4728,41.069
Lithophragma_campanulatum,-123.4677,41.0754
Lithophragma_campanulatum,-123.46495898576246,41.07642966761672
Lithophragma_campanulatum,-123.4643,41.0818
Lithophragma_campanulatum,-123.46411,41.076656
Lithophragma_campanulatum,-123.46214876377759,41.06636985229607
Lithophragma_campanulatum,-123.4613,41.0666
Lithophragma_campanulatum,-123.4583,42.0225
Lithophragma_campanulatum,-123.40627412810764,41.49024380046841
Lithophragma_campanulatum,-123.40542,41.49048
Lithophragma_campanulatum,-123.3768,42.0894
Lithophragma_campanulatum,-123.36742,40.34789
Lithophragma_campanulatum,-123.3674167,40.34788889
Lithophragma_campanulatum,-123.3633,42.0649
Lithophragma_campanulatum,-123.33907476201927,40.33641304111709
Lithophragma_campanulatum,-123.33824,40.33663
Lithophragma_campanulatum,-123.32417,40.37333
Lithophragma_campanulatum,-123.3033,42.0644
Lithophragma_campanulatum,-123.25317200472233,41.58214380189646
Lithophragma_campanulatum,-123.25232,41.58238
Lithophragma_campanulatum,-123.21413838357347,41.411236714542774
Lithophragma_campanulatum,-123.21329,41.41147
Lithophragma_campanulatum,-123.1716,42.5249
Lithophragma_campanulatum,-123.144078611084,40.888055533540054
Lithophragma_campanulatum,-123.14324,40.888283
Lithophragma_campanulatum,-123.05627918758026,40.400604415263956
Lithophragma_campanulatum,-123.05545,40.40082
Lithophragma_campanulatum,-123.0456,42.2782
Lithophragma_campanulatum,-123.02742255782042,41.94836053467533
Lithophragma_campanulatum,-123.02657,41.9486
Lithophragma_campanulatum,-123.0167,42.0255
Lithophragma_campanulatum,-122.98751453687883,40.19491857268651
Lithophragma_campanulatum,-122.986694,40.195133
Lithophragma_campanulatum,-122.9788889,39.67583333
Lithophragma_campanulatum,-122.96667,41.05
Lithophragma_campanulatum,-122.9666667,41.05
Lithophragma_campanulatum,-122.95729442581377,39.548090549794445
Lithophragma_campanulatum,-122.95648,39.548286
Lithophragma_campanulatum,-122.9522222,39.56194444
Lithophragma_campanulatum,-122.95222000000001,39.561939999073424
Lithophragma_campanulatum,-122.88359497745468,41.04719528791192
Lithophragma_campanulatum,-122.88276,41.047417
Lithophragma_campanulatum,-122.8711111,39.72666667
Lithophragma_campanulatum,-122.87111,39.72666999907242
Lithophragma_campanulatum,-122.85278,39.661669999072814
Lithophragma_campanulatum,-122.8527778,39.66166667
Lithophragma_campanulatum,-122.84,40.03638889
Lithophragma_campanulatum,-122.83999999999999,40.03638999907062
Lithophragma_campanulatum,-122.83528,41.00389
Lithophragma_campanulatum,-122.80533883265889,39.40042463615404
Lithophragma_campanulatum,-122.804535,39.400616
Lithophragma_campanulatum,-122.77995835162845,39.407604716473486
Lithophragma_campanulatum,-122.77915,39.4078
Lithophragma_campanulatum,-122.739056,39.951778
Lithophragma_campanulatum,-122.7231,39.2783
Lithophragma_campanulatum,-122.67917000000001,40.84666999906644
Lithophragma_campanulatum,-122.6791667,40.84666667
Lithophragma_campanulatum,-122.67558190829956,39.82422787517217
Lithophragma_campanulatum,-122.67477,39.824425
Lithophragma_campanulatum,-122.6683,42.1121
Lithophragma_campanulatum,-122.5696,42.715
Lithophragma_campanulatum,-122.5532,42.5825
Lithophragma_campanulatum,-122.5496,40.2571
Lithophragma_campanulatum,-122.365,42.1178
Lithophragma_campanulatum,-122.35274668043981,41.31890574320387
Lithophragma_campanulatum,-122.35192,41.31913
Lithophragma_campanulatum,-122.31778,41.01805
Lithophragma_campanulatum,-122.31778,41.018055
Lithophragma_campanulatum,-122.29832177071357,41.0825798657456
Lithophragma_campanulatum,-122.2975,41.0828
Lithophragma_campanulatum,-122.0714801042514,38.538827827361
Lithophragma_campanulatum,-121.77389,40.26555999906937
Lithophragma_campanulatum,-121.7738889,40.26555556
Lithophragma_campanulatum,-121.77269726516565,40.266397785392584
Lithophragma_campanulatum,-121.7719,40.2666
Lithophragma_campanulatum,-121.73847529741067,40.867498117426635
Lithophragma_campanulatum,-121.73767,40.867714
Lithophragma_campanulatum,-121.65167,40.92389
Lithophragma_campanulatum,-121.6025,42.2611
Lithophragma_campanulatum,-121.56889,39.819999999071875
Lithophragma_campanulatum,-121.5688889,39.82
Lithophragma_campanulatum,-121.55389,40.07860999907038
Lithophragma_campanulatum,-121.5538889,40.07861111
Lithophragma_campanulatum,-121.4347222,40.1025
Lithophragma_campanulatum,-121.43472,40.102499999070254
Lithophragma_campanulatum,-121.4294444,39.81027778
Lithophragma_campanulatum,-121.42944,39.81027999907192
Lithophragma_campanulatum,-121.27,39.63611111
Lithophragma_campanulatum,-121.26999999999998,39.63610999907297
Lithophragma_campanulatum,-121.26889,39.62360999907303
Lithophragma_campanulatum,-121.2688889,39.62361111
Lithophragma_campanulatum,-121.20917,39.55110999907348
Lithophragma_campanulatum,-121.2091667,39.55111111
Lithophragma_campanulatum,-121.12527999999999,39.539439999073565
Lithophragma_campanulatum,-121.1252778,39.53944444
Lithophragma_campanulatum,-120.50556,38.72167
Lithophragma_campanulatum,-120.31083,38.275
