species,x,y
Mitella_diversifolia,-123.6686,40.7579
Mitella_diversifolia,-123.53725084469595,41.08796883920146
Mitella_diversifolia,-123.5364,41.0882
Mitella_diversifolia,-123.5292,41.9907
Mitella_diversifolia,-123.51167,41.23472
Mitella_diversifolia,-123.5116667,41.23472222
Mitella_diversifolia,-123.48442,40.95656
Mitella_diversifolia,-123.4844167,40.95655556
Mitella_diversifolia,-123.46495898576246,41.07642966761672
Mitella_diversifolia,-123.46411,41.076656
Mitella_diversifolia,-123.4575,42.1394
Mitella_diversifolia,-123.4341,42.1199
Mitella_diversifolia,-123.4047,42.0958
Mitella_diversifolia,-123.3814,42.1258
Mitella_diversifolia,-123.33600728002544,41.1594395089984
Mitella_diversifolia,-123.33516,41.15967
Mitella_diversifolia,-123.20994065599051,41.56107450231362
Mitella_diversifolia,-123.20909,41.56131
Mitella_diversifolia,-123.1629,42.0613
Mitella_diversifolia,-123.136,42.5856
Mitella_diversifolia,-123.1021,42.0464
Mitella_diversifolia,-123.0196,42.7754
Mitella_diversifolia,-122.96445280086724,41.428528678971475
Mitella_diversifolia,-122.96361,41.42876
Mitella_diversifolia,-122.9433,42.077
Mitella_diversifolia,-122.8655155538058,41.11206442551089
Mitella_diversifolia,-122.86468,41.11229
Mitella_diversifolia,-122.7804,42.1785
Mitella_diversifolia,-122.7798,42.1764
Mitella_diversifolia,-122.7463,42.1533
Mitella_diversifolia,-122.7171,42.1837
Mitella_diversifolia,-122.7083,42.1947
Mitella_diversifolia,-122.7069,42.0914
Mitella_diversifolia,-122.68454520386886,41.99606294012204
Mitella_diversifolia,-122.6837,41.9963
Mitella_diversifolia,-122.68351138508179,41.75844631502727
Mitella_diversifolia,-122.68267,41.75868
Mitella_diversifolia,-122.6527,43.5858
Mitella_diversifolia,-122.6175,42.27
Mitella_diversifolia,-122.365,42.1178
Mitella_diversifolia,-122.3238,42.9016
Mitella_diversifolia,-122.28472,41.06805
Mitella_diversifolia,-122.28472,41.068054
Mitella_diversifolia,-122.211,43.4838
Mitella_diversifolia,-122.1503,44.1914
Mitella_diversifolia,-121.834,40.864999999066356
Mitella_diversifolia,-121.834,40.865
Mitella_diversifolia,-121.8325,40.90611
Mitella_diversifolia,-121.82844800256319,40.905986728928305
Mitella_diversifolia,-121.82764,40.906197
Mitella_diversifolia,-121.77150579135221,40.848188142511844
Mitella_diversifolia,-121.7707,40.8484
Mitella_diversifolia,-121.73847529741067,40.867498117426635
Mitella_diversifolia,-121.73767,40.867714
Mitella_diversifolia,-121.5203,45.7056
Mitella_diversifolia,-121.46333,45.715
Mitella_diversifolia,-120.45364272132403,38.54614085933125
Mitella_diversifolia,-120.4529,38.5463
Mitella_diversifolia,-120.43444,38.56778
Mitella_diversifolia,-118.066667,45.983333
